BillNo,Date,Customer,Discount 5%,Discount 12%,Discount 18%,Discount 28%
A11396,08-12-2018,"PUSHPAGIRI MEDICAL SOCIETY, PUSHPAGIRI MEDICAL COLLEGE",#N/A,1,#N/A,#N/A
A11398,08-12-2018,"TIRUVALLA MEDICAL MISSION, THIRUVALLA",#N/A,1,#N/A,#N/A
A11401,08-12-2018,"NEETHY MEDICAL STORE, KARUKACHAL",#N/A,1,#N/A,#N/A
A11404,08-12-2018,"ANJALI MEDICALS, THIRUVALLA",#N/A,1,#N/A,#N/A
A11402,08-12-2018,"AMIL MEDICALS, THIRUVALLA",#N/A,1,#N/A,#N/A
A11397,08-12-2018,"KANNAN MEDICALS, EZHUMATOOR",#N/A,1,#N/A,#N/A
A11411,08-12-2018,"KIZHAKINATH MEDICALS, PAIPPAD",#N/A,1,#N/A,#N/A
A11409,08-12-2018,"SOUTHERN DRUG HOUSE, THIRUVALLA",#N/A,1,#N/A,#N/A
A11403,08-12-2018,"DEEPTHI MEDICALS, MANNAR",#N/A,1,#N/A,#N/A
A11408,08-12-2018,"JAI MEDICALS, THIRUVALLA",#N/A,1,#N/A,#N/A
A11407,08-12-2018,"JAYA MEDICALS, KAVUMBHAGAM",#N/A,1,#N/A,#N/A
A11412,08-12-2018,"MOOTHEDATHU MEDICALS, ERAVIPEROOR",#N/A,1,#N/A,#N/A
A11410,08-12-2018,"AISWARYA MEDICALS, KUTOOR",#N/A,#N/A,1,#N/A
A11430,10-12-2018,"KANNAMPALLIL MEDICALS, THENGANA",#N/A,1,#N/A,#N/A
A11421,10-12-2018,"BELIEVERS CHURCH, MEDICAL COLLEGE HOSPITAL",#N/A,1,#N/A,#N/A
A11414,10-12-2018,"MUTHOOT MEDICAL CENTRE, KOZHENCHERRY",#N/A,1,#N/A,#N/A
A11418,10-12-2018,"TIRUVALLA MEDICAL MISSION, THIRUVALLA",#N/A,1,#N/A,#N/A
A11426,10-12-2018,"MGM MUTHOOT MEDICAL CENTER PRIVATE LTD., PATHENAMTHITTA",#N/A,1,#N/A,#N/A
A11415,10-12-2018,"MUTHOOT MEDICAL CENTRE, KOZHENCHERRY",#N/A,1,#N/A,#N/A
A11427,10-12-2018,"MGM MUTHOOT MEDICAL CENTER PRIVATE LTD., PATHENAMTHITTA",#N/A,1,#N/A,#N/A
A11428,10-12-2018,"MGM MUTHOOT MEDICAL CENTER PRIVATE LTD., PATHENAMTHITTA",#N/A,1,#N/A,#N/A
A11420,10-12-2018,"BELIEVERS CHURCH, MEDICAL COLLEGE HOSPITAL",#N/A,1,#N/A,#N/A
A11413,10-12-2018,"JANAKEEYA MEDICALS, CVP CITY TOWER, T.K.ROAD,",#N/A,1,#N/A,#N/A
A11431,10-12-2018,"BELIEVERS CHURCH, MEDICAL COLLEGE HOSPITAL",#N/A,1,#N/A,#N/A
A11425,10-12-2018,"UDAYAGIRI HOSPITAL, CHANGANACHERRY",#N/A,1,#N/A,#N/A
A11433,10-12-2018,"MATTAPARAMPIL MEDICALS, CHANGANASSERY",#N/A,1,#N/A,#N/A
A11432,10-12-2018,"THOMSON MEDICALS, THENGANA",#N/A,1,#N/A,#N/A
A11416,10-12-2018,"K.T. GEORGE & SONS, THIRUVALLA",#N/A,1,#N/A,#N/A
A11417,10-12-2018,"BELIEVERS CHURCH, MEDICAL COLLEGE HOSPITAL",#N/A,1,#N/A,#N/A
A11419,10-12-2018,"M.N.MEDICALS, CHOONAD",#N/A,1,#N/A,#N/A
A11429,10-12-2018,"APPOLO MEDICALS, ADOOR",#N/A,1,#N/A,#N/A
A11422,10-12-2018,"CENTRAL MEDICALS, THADIYOOR",#N/A,1,#N/A,#N/A
A11434,10-12-2018,"THOMSON MEDICALS, TIRUVALLA",#N/A,1,#N/A,#N/A
A11424,10-12-2018,"CHERUPUSHPAM J.J. MEDICALS, THIRUVALLA",#N/A,1,#N/A,#N/A
A11423,10-12-2018,"NEETHI MEDICALS, THENGANA",#N/A,1,#N/A,#N/A
A11454,11-12-2018,"POYANIL HOSPITAL, KOZHENCHERRY",#N/A,1,#N/A,#N/A
A11455,11-12-2018,"ST.GEORGE MEDICALS, KOZHENCHERY",#N/A,1,#N/A,#N/A
A11449,11-12-2018,"VETTATHARAYIL MEDICALS, KOZHENCHERRY",#N/A,1,#N/A,#N/A
A11448,11-12-2018,"FRIENDS MEDICALS, PATHANAMTHITTA",#N/A,1,#N/A,#N/A
A11438,11-12-2018,"MADAPPALLIL MEDICALS, OPPOSITE GOVT.HOSPITAL",#N/A,1,#N/A,#N/A
A11451,11-12-2018,"MADATHIL MEDICALS, KOZHANCHERY",#N/A,1,#N/A,#N/A
A11469,11-12-2018,"ST.GREGORIOUS HOSPITAL, PARUMALA",#N/A,1,#N/A,#N/A
A11435,11-12-2018,"PEOPLES HOSPITAL, PATHANAMTHITTA",#N/A,1,#N/A,#N/A
A11461,11-12-2018,"DR.CHACKO (BETSETHA(H), VALLAMKULAM",#N/A,1,#N/A,#N/A
A11458,11-12-2018,"NEETHI MEDICALS, ERAVIPEROOR  SCB",#N/A,1,#N/A,#N/A
A11439,11-12-2018,"NEETHY MEDICAL STORE, PULLAD",#N/A,1,#N/A,#N/A
A11459,11-12-2018,"MODERN DRUG HOUSE, PATHANAMTHITTA",#N/A,1,#N/A,#N/A
A11436,11-12-2018,"NEETHI MEDICALS, THEKKEMALA",#N/A,1,#N/A,#N/A
A11471,11-12-2018,"BELIEVERS CHURCH, MEDICAL COLLEGE HOSPITAL",#N/A,1,#N/A,#N/A
A11441,11-12-2018,"SOUTHERN MEDICALS, KOZHENCHERY",#N/A,1,#N/A,#N/A
A11470,11-12-2018,"BELIEVERS CHURCH, MEDICAL COLLEGE HOSPITAL",#N/A,1,#N/A,#N/A
A11442,11-12-2018,"MUTHOOT MEDICAL CENTRE, KOZHENCHERRY",#N/A,1,#N/A,#N/A
A11440,11-12-2018,"ST.MARY'S HOSPITAL, ERAVIPEROOR",#N/A,1,#N/A,#N/A
A11472,11-12-2018,"BELIEVERS CHURCH, MEDICAL COLLEGE HOSPITAL",#N/A,1,#N/A,#N/A
A11473,11-12-2018,"DINA MEDICALS, MAMOOD",#N/A,1,#N/A,#N/A
A11457,11-12-2018,"PHILIPS MEDICALS, NELLAD",#N/A,1,#N/A,#N/A
A11447,11-12-2018,"S.D MEDICALS, CHENGANNUR",#N/A,1,#N/A,#N/A
A11450,11-12-2018,"SIMON GEORGE & SONS, PATHANAMTHITTA",#N/A,1,#N/A,#N/A
A11443,11-12-2018,"TRAVANCORE MEDICALS, PULLAD",#N/A,1,#N/A,#N/A
A11453,11-12-2018,"KANJIRATHARA MEDICALS, MANJADI",#N/A,1,#N/A,#N/A
A11444,11-12-2018,"KOODATHUMANNIL MEDICALS, KOZHENCHERRY",#N/A,1,#N/A,#N/A
A11468,11-12-2018,"ST.GREGORIOUS HOSPITAL, PARUMALA",#N/A,#N/A,1,#N/A
A11452,11-12-2018,"KANJIRAMON MEDICALS, KOZHENCHERRY",#N/A,1,#N/A,#N/A
A11456,11-12-2018,"MAMMARAPALLIL MEDICALS, PULLAD ",#N/A,1,#N/A,#N/A
A11437,11-12-2018,"T & T MEDICALS, KOZHENCHERRY",#N/A,1,#N/A,#N/A
A11467,11-12-2018,"ST.GREGORIOUS HOSPITAL, PARUMALA",#N/A,1,#N/A,#N/A
A11460,11-12-2018,"JINI MEDICALS, MARAMON",#N/A,1,#N/A,#N/A
A11466,11-12-2018,"K.R.MEDICALS, KALLISSERY",#N/A,1,#N/A,#N/A
A11445,11-12-2018,"SAM MEDICALS, PATHANAMTHITTA",#N/A,1,#N/A,#N/A
A11462,11-12-2018,"SONIA MEDICALS, PATHANAMTHITTA",#N/A,1,#N/A,#N/A
A11464,11-12-2018,"MOOTHEDATHU MEDICALS, ERAVIPEROOR",#N/A,1,#N/A,#N/A
A11463,11-12-2018,"TRAVANCORE MEDICALS, PATHANAMTHITTA",#N/A,1,#N/A,#N/A
A11465,11-12-2018,"TIRUVALLA MEDICAL MISSION, THIRUVALLA",#N/A,1,#N/A,#N/A
A11446,11-12-2018,"PREETHI MEDICALS, ELENTHOOR",#N/A,1,#N/A,#N/A
A11488,12-12-2018,"MEDICAL TRUST HOSPITAL, KULANADA",1,#N/A,#N/A,#N/A
A11486,12-12-2018,"KARUNYAM MEDICALS, CHENGANNUR",#N/A,1,#N/A,#N/A
A11485,12-12-2018,"BELIEVERS CHURCH, MEDICAL COLLEGE HOSPITAL",#N/A,1,#N/A,#N/A
A11483,12-12-2018,"BELIEVERS CHURCH, MEDICAL COLLEGE HOSPITAL",#N/A,1,#N/A,#N/A
A11477,12-12-2018,"TIRUVALLA MEDICAL MISSION, THIRUVALLA",#N/A,1,#N/A,#N/A
A11482,12-12-2018,"BELIEVERS CHURCH, MEDICAL COLLEGE HOSPITAL",#N/A,1,#N/A,#N/A
A11481,12-12-2018,"HOLY CROSS HOSPITAL, ADOOR",#N/A,1,#N/A,#N/A
A11487,12-12-2018,"ORANGE MEDICALS, KADAPRA",#N/A,1,#N/A,#N/A
A11480,12-12-2018,"LOURDU MATHA HOSPITAL, PACHA",#N/A,1,#N/A,#N/A
A11484,12-12-2018,"BELIEVERS CHURCH, MEDICAL COLLEGE HOSPITAL",#N/A,1,#N/A,#N/A
A11478,12-12-2018,"HOLY CROSS HOSPITAL, ADOOR",#N/A,1,#N/A,#N/A
A11474,12-12-2018,"J & B MEDICALS, THADIYOOR",#N/A,1,#N/A,#N/A
A11479,12-12-2018,"AMIL MEDICALS, THIRUVALLA",#N/A,1,#N/A,#N/A
A11476,12-12-2018,"FELLOWSHIP MISSION HOSPITAL, KUMBANAD",#N/A,1,#N/A,#N/A
A11475,12-12-2018,"KUTTAPPUZHA JANSEVANA MEDICALS, MARTHOMA COLLEGE JN.,",#N/A,1,#N/A,#N/A
A11490,13-12-2018,"NEWSEVA MEDICALS, CENTRAL JN.PLANKAMON",#N/A,1,#N/A,#N/A
A11493,13-12-2018,"KOTTARATHIL MEDICALS, RANNY",#N/A,1,#N/A,#N/A
A11489,13-12-2018,"MAHAJUBILE MEMORIAL HOSPITAL, EDATHUA",#N/A,1,#N/A,#N/A
A11492,13-12-2018,"SHEEBA MEDICALS, THEADICAL",#N/A,1,#N/A,#N/A
A11491,13-12-2018,"SOORAJ MEDICALS, PLANKAMON",#N/A,1,#N/A,#N/A
A11494,14-12-2018,"NEETHI MEDICALS, M.M JN  PANDALAM",#N/A,1,#N/A,#N/A
A11495,14-12-2018,"ATTILETHU  MEDICALS, KULANADA",#N/A,1,#N/A,#N/A
A11496,14-12-2018,"BHARATH MEDICALS, CHENGANNUR",#N/A,1,#N/A,#N/A
A11530,15-12-2018,"MARIA HOSPITAL, ADOOR",1,#N/A,#N/A,#N/A
A11497,15-12-2018,"THE UNIVERSAL MEDICAL STORES, CHENGANOOR",#N/A,1,#N/A,#N/A
A11529,15-12-2018,"MANNAR MEDICALS, MANNAR",#N/A,1,#N/A,#N/A
A11520,15-12-2018,"DELIGHT'S MEDICALS, CHENGANNUR",#N/A,1,#N/A,#N/A
A11510,15-12-2018,"KADAVIL MEDICALS, MANNAR",#N/A,1,#N/A,#N/A
A11534,15-12-2018,"NEETHI MEDICAL STORE, THADIYOOR",#N/A,1,#N/A,#N/A
A11513,15-12-2018,"CENTURY HOSPITAL, CENTRAL TRAVANCORE SPECIALISTS ",#N/A,1,#N/A,#N/A
A11499,15-12-2018,"MAMMEN MEMORIAL HOSPITAL, CHENGANUR",#N/A,1,#N/A,#N/A
A11503,15-12-2018,"C.M HOSPITAL, PANDALAM",#N/A,1,#N/A,#N/A
A11524,15-12-2018,"ANJALI MEDICALS, THIRUVALLA",#N/A,1,#N/A,#N/A
A11512,15-12-2018,"DR.PREMI VARGHESE, KARUNYA EYE (H)",#N/A,1,#N/A,#N/A
A11518,15-12-2018,"UDAYA MEDICALS, PANDALAM",#N/A,1,#N/A,#N/A
A11505,15-12-2018,"SUPPLYCO-MAVELI MEDICALS, ADOOR",#N/A,1,#N/A,#N/A
A11498,15-12-2018,"MANGALASSERIL DRUG HOUSE, KULANADA",#N/A,1,#N/A,#N/A
A11521,15-12-2018,"KARUNA COMMUNITY MEDICALS, OPP. MUNICIPAL OFFICE ,PDLM.,",#N/A,1,#N/A,#N/A
A11508,15-12-2018,"NEETHI MEDICAL STORE, CENTRAL ADOOR",#N/A,1,#N/A,#N/A
A11526,15-12-2018,"PALLIPARAMPIL MEDICALS, VENNIKULAM",#N/A,1,#N/A,#N/A
A11536,15-12-2018,"BELIEVERS CHURCH, MEDICAL COLLEGE HOSPITAL",#N/A,1,#N/A,#N/A
A11519,15-12-2018,"NEW MEDICALS, RANNY",#N/A,1,#N/A,#N/A
A11501,15-12-2018,"CENTRAL MEDICALS, THADIYOOR",#N/A,1,#N/A,#N/A
A11500,15-12-2018,"THUSHARA MEDICALS, PANDALAM",#N/A,1,#N/A,#N/A
A11537,15-12-2018,"KIZHAKINATH MEDICALS, PAIPPAD",#N/A,1,#N/A,#N/A
A11509,15-12-2018,"PADAPARAMBIL MEDICALS, PURAMATTOM",#N/A,1,#N/A,#N/A
A11516,15-12-2018,"RELIEF MEDICALS & SURGICALS, CHENGANOOR",#N/A,1,#N/A,#N/A
A11511,15-12-2018,"KOCHUVILAYIL MEDICALS, TEMPLE ROAD,ADOOR",#N/A,1,#N/A,#N/A
A11525,15-12-2018,"TRINITY MEDICALS, KUTOOR",#N/A,1,#N/A,#N/A
A11531,15-12-2018,"MARANGAT MEDICALS, KAVUMBHAGOM",#N/A,1,#N/A,#N/A
A11517,15-12-2018,"LOURDU MATHA HOSPITAL, PACHA",#N/A,1,#N/A,#N/A
A11507,15-12-2018,"NEETHI MEDICALS, NEAR COLLEGE JN ",#N/A,1,#N/A,#N/A
A11527,15-12-2018,"JAYA MEDICALS, KAVUMBHAGAM",#N/A,1,#N/A,#N/A
A11514,15-12-2018,"AISWARYA MEDICALS, KUTOOR",#N/A,1,#N/A,#N/A
A11504,15-12-2018,"APPOLO MEDICALS, ADOOR",#N/A,1,#N/A,#N/A
A11506,15-12-2018,"ST.THOMAS MEDICALS, RANNY",#N/A,#N/A,1,#N/A
A11528,15-12-2018,"M.N.MEDICALS, CHOONAD",#N/A,1,#N/A,#N/A
A11515,15-12-2018,"WELL CURE MEDICALS, MULAKKUZHA.CGNR",#N/A,1,#N/A,#N/A
A11533,15-12-2018,"AMIL MEDICALS, THIRUVALLA",#N/A,1,#N/A,#N/A
A11502,15-12-2018,"S.D MEDICALS, CHENGANNUR",#N/A,#N/A,1,#N/A
A11535,15-12-2018,"BELIEVERS CHURCH, MEDICAL COLLEGE HOSPITAL",#N/A,1,#N/A,#N/A
A11522,15-12-2018,"THE UNIVERSAL MEDICAL STORES, CHENGANOOR",#N/A,#N/A,1,#N/A
A11532,15-12-2018,"KALLATHUCHIRAYIL MEDICALS, THIRUVALLA",#N/A,#N/A,1,#N/A
A11523,15-12-2018,"MANAMEL MEDICALS, KOTTAMURI",#N/A,#N/A,1,#N/A
A11548,17-12-2018,"ATTILETHU  MEDICALS, KULANADA",1,#N/A,#N/A,#N/A
A11544,17-12-2018,"JANAKEEYA MEDICALS, RELISH TOWER SCS JN. ",#N/A,1,#N/A,#N/A
A11542,17-12-2018,"MUTHOOT MEDICAL CENTRE, KOZHENCHERRY",#N/A,1,#N/A,#N/A
A11546,17-12-2018,"MUTHOOT MEDICAL CENTRE, KOZHENCHERRY",#N/A,1,#N/A,#N/A
A11539,17-12-2018,"MUTHOOT MEDICAL CENTRE, KOZHENCHERRY",#N/A,1,#N/A,#N/A
A11545,17-12-2018,"TIRUVALLA MEDICAL MISSION, THIRUVALLA",#N/A,1,#N/A,#N/A
A11557,17-12-2018,"MGM MUTHOOT MEDICAL CENTER PRIVATE LTD., PATHENAMTHITTA",#N/A,1,#N/A,#N/A
A11549,17-12-2018,"HOLY CROSS HOSPITAL, ADOOR",#N/A,1,#N/A,#N/A
A11551,17-12-2018,"PEOPLES HOSPITAL, PATHANAMTHITTA",#N/A,1,#N/A,#N/A
A11556,17-12-2018,"MGM MUTHOOT MEDICAL CENTER PRIVATE LTD., PATHENAMTHITTA",#N/A,1,#N/A,#N/A
A11552,17-12-2018,"KALLATHUCHIRAYIL MEDICALS, THIRUVALLA",#N/A,1,#N/A,#N/A
A11547,17-12-2018,"BELIEVERS CHURCH, MEDICAL COLLEGE HOSPITAL",#N/A,1,#N/A,#N/A
A11560,17-12-2018,"THOMSON MEDICALS, THENGANA",#N/A,1,#N/A,#N/A
A11555,17-12-2018,"MEDICAL TRUST HOSPITAL, KULANADA",#N/A,1,#N/A,#N/A
A11554,17-12-2018,"JAI MEDICALS, THIRUVALLA",#N/A,1,#N/A,#N/A
A11541,17-12-2018,"JANASHRAYA MEDICALS, NEERATTUPURAM",#N/A,1,#N/A,#N/A
A11561,17-12-2018,"THOMSON MEDICALS, TIRUVALLA",#N/A,1,#N/A,#N/A
A11553,17-12-2018,"AISWARYA MEDICALS, KUTOOR",#N/A,1,#N/A,#N/A
A11543,17-12-2018,"CHALUMATH MEDICALS, RANNY",#N/A,1,#N/A,#N/A
A11550,17-12-2018,"TIRUVALLA MEDICAL MISSION, THIRUVALLA",#N/A,1,#N/A,#N/A
A11538,17-12-2018,"CHERUPUSHPAM J.J. MEDICALS, THIRUVALLA",#N/A,1,#N/A,#N/A
A11559,17-12-2018,"DINA MEDICALS, MAMOOD",#N/A,1,#N/A,#N/A
A11540,17-12-2018,"MOOTHEDATHU MEDICALS, ERAVIPEROOR",#N/A,1,#N/A,#N/A
A11558,17-12-2018,"DR.P T SHAJI, PAIPPAD",#N/A,1,#N/A,#N/A
A11572,18-12-2018,"FRIENDS MEDICALS, PATHANAMTHITTA",1,#N/A,#N/A,#N/A
A11578,18-12-2018,"MANNAR MEDICALS, PATHANAMTHITTA",#N/A,1,#N/A,#N/A
A11591,18-12-2018,"AMIL MEDICALS, THIRUVALLA",#N/A,1,#N/A,#N/A
A11587,18-12-2018,"PUSHPAGIRI MEDICAL SOCIETY, PUSHPAGIRI MEDICAL COLLEGE",#N/A,1,#N/A,#N/A
A11575,18-12-2018,"FELLOWSHIP MISSION HOSPITAL, KUMBANAD",#N/A,1,#N/A,#N/A
A11585,18-12-2018,"TIRUVALLA MEDICAL MISSION, THIRUVALLA",#N/A,1,#N/A,#N/A
A11579,18-12-2018,"NEETHI MEDICALS, PATHANAMTHITTA",#N/A,1,#N/A,#N/A
A11566,18-12-2018,"PULOOR DRUG HOUSE, KOZHENCHERRY",#N/A,1,#N/A,#N/A
A11590,18-12-2018,"DR.V.K.SANJEEV.MD.DM, NEURO CLINIC ,CHRY",#N/A,1,#N/A,#N/A
A11569,18-12-2018,"KUMBANAD MEDICALS, KUMBANAD",#N/A,1,#N/A,#N/A
A11567,18-12-2018,"SOUTHERN MEDICALS, KOZHENCHERY",#N/A,1,#N/A,#N/A
A11583,18-12-2018,"MODERN DRUG HOUSE, PATHANAMTHITTA",#N/A,1,#N/A,#N/A
A11584,18-12-2018,"PHILIPS MEDICALS, NELLAD",#N/A,1,#N/A,#N/A
A11568,18-12-2018,"ST.MARY'S HOSPITAL, ERAVIPEROOR",#N/A,1,#N/A,#N/A
A11582,18-12-2018,"ST.GEORGE MEDICALS, KOZHENCHERY",#N/A,1,#N/A,#N/A
A11589,18-12-2018,"KARUNYAM MEDICALS, CHENGANNUR",#N/A,1,#N/A,#N/A
A11570,18-12-2018,"CENTRAL MEDICALS, THADIYOOR",#N/A,1,#N/A,#N/A
A11573,18-12-2018,"NEETHI MEDICAL STORE, KUMBANADU",#N/A,1,#N/A,#N/A
A11576,18-12-2018,"MADAPPALLIL MEDICALS, OPPOSITE GOVT.HOSPITAL",#N/A,1,#N/A,#N/A
A11574,18-12-2018,"T & T MEDICALS, KOZHENCHERRY",#N/A,1,#N/A,#N/A
A11563,18-12-2018,"TRAVANCORE MEDICALS, PULLAD",#N/A,1,#N/A,#N/A
A11562,18-12-2018,"S.D MEDICALS, CHENGANNUR",#N/A,1,#N/A,#N/A
A11565,18-12-2018,"PULIMOOTTIL MEDICALS, CHENGANOOR",#N/A,1,#N/A,#N/A
A11580,18-12-2018,"KANJIRAMON MEDICALS, KOZHENCHERRY",#N/A,1,#N/A,#N/A
A11586,18-12-2018,"DR.C.K.KOSHY, CHAKKUTHARA CLINIC",#N/A,#N/A,1,#N/A
A11564,18-12-2018,"KUTTAPPUZHA JANSEVANA MEDICALS, MARTHOMA COLLEGE JN.,",#N/A,1,#N/A,#N/A
A11581,18-12-2018,"MOOTHEDATHU MEDICALS, ERAVIPEROOR",#N/A,1,#N/A,#N/A
A11577,18-12-2018,"KOODATHUMANNIL MEDICALS, KOZHENCHERRY",#N/A,#N/A,1,#N/A
A11571,18-12-2018,"JOSE & SONS MEDICALS, THIRUVALLA",#N/A,#N/A,1,#N/A
A11588,18-12-2018,"C.M HOSPITAL, PANDALAM",#N/A,#N/A,1,#N/A
A11594,19-12-2018,"ST.GREGORIOUS HOSPITAL, PARUMALA",#N/A,1,#N/A,#N/A
A11598,19-12-2018,"TIRUVALLA MEDICAL MISSION, THIRUVALLA",#N/A,1,#N/A,#N/A
A11599,19-12-2018,"MAHAJUBILE MEMORIAL HOSPITAL, EDATHUA",#N/A,1,#N/A,#N/A
A11600,19-12-2018,"CHAITHANYA MEDICALS, MAVELIKARA",#N/A,1,#N/A,#N/A
A11595,19-12-2018,"ST.GREGORIOUS HOSPITAL, PARUMALA",#N/A,1,#N/A,#N/A
A11592,19-12-2018,"CHERUPUSHPAM J.J. MEDICALS, THIRUVALLA",#N/A,#N/A,1,#N/A
A11597,19-12-2018,"KALLATHUCHIRAYIL MEDICALS, THIRUVALLA",#N/A,1,#N/A,#N/A
A11596,19-12-2018,"GIRI MEDICALS, THIRUVALLA",#N/A,1,#N/A,#N/A
A11593,19-12-2018,"PUSHPAGIRI MEDICAL SOCIETY, PUSHPAGIRI MEDICAL COLLEGE",#N/A,#N/A,1,#N/A
A11605,20-12-2018,"BELIEVERS CHURCH, MEDICAL COLLEGE HOSPITAL",#N/A,1,#N/A,#N/A
A11609,20-12-2018,"TIRUVALLA MEDICAL MISSION, THIRUVALLA",#N/A,1,#N/A,#N/A
A11611,20-12-2018,"NEETHY MEDICAL STORE, KARUKACHAL",#N/A,1,#N/A,#N/A
A11604,20-12-2018,"NEETHI MEDICALS, KUNNUMPURAM",#N/A,1,#N/A,#N/A
A11603,20-12-2018,"MUTHOOT MEDICAL CENTRE, KOZHENCHERRY",#N/A,1,#N/A,#N/A
A11610,20-12-2018,"LOURDU MATHA HOSPITAL, PACHA",#N/A,1,#N/A,#N/A
A11601,20-12-2018,"BELIEVERS CHURCH, MEDICAL COLLEGE HOSPITAL",#N/A,1,#N/A,#N/A
A11606,20-12-2018,"JANAKEEYA MEDICALS, CVP CITY TOWER, T.K.ROAD,",#N/A,1,#N/A,#N/A
A11602,20-12-2018,"DR.P T SHAJI, PAIPPAD",#N/A,1,#N/A,#N/A
A11608,20-12-2018,"S.N.MEDICALS, KADAPRA",#N/A,1,#N/A,#N/A
A11612,20-12-2018,"NEETHY MEDICAL STORE, KARUKACHAL",#N/A,1,#N/A,#N/A
A11613,20-12-2018,"BELIEVERS CHURCH, MEDICAL COLLEGE HOSPITAL",#N/A,1,#N/A,#N/A
A11614,20-12-2018,"SOUTHERN DRUG HOUSE, THIRUVALLA",#N/A,#N/A,1,#N/A
A11607,20-12-2018,"KUTTAPPUZHA JANSEVANA MEDICALS, MARTHOMA COLLEGE JN.,",#N/A,1,#N/A,#N/A
A11655,21-12-2018,"NEETHI MEDICALS, CENTRAL JN:CHANGANASSERY",1,#N/A,#N/A,#N/A
A11653,21-12-2018,"THOMSON MEDICALS, TIRUVALLA",1,#N/A,#N/A,#N/A
A11637,21-12-2018,"CENTRAL MEDICALS, THADIYOOR",1,#N/A,#N/A,#N/A
A11642,21-12-2018,"KADAVIL MEDICALS, MANNAR",#N/A,1,#N/A,#N/A
A11646,21-12-2018,"DELIGHT'S MEDICALS, CHENGANNUR",#N/A,1,#N/A,#N/A
A11647,21-12-2018,"PENCOS MEDICALS, CHENGANOOR",#N/A,1,#N/A,#N/A
A11656,21-12-2018,"NEETHI MEDICALS, THENGANA",#N/A,1,#N/A,#N/A
A11619,21-12-2018,"C.M HOSPITAL, PANDALAM",#N/A,1,#N/A,#N/A
A11657,21-12-2018,"ST.GREGORIOUS HOSPITAL, PARUMALA",#N/A,1,#N/A,#N/A
A11616,21-12-2018,"THUSHARA MEDICALS, PANDALAM",#N/A,1,#N/A,#N/A
A11652,21-12-2018,"JANAKEEYA MEDICALS, CVP CITY TOWER, T.K.ROAD,",#N/A,1,#N/A,#N/A
A11627,21-12-2018,"MARIA HOSPITAL, ADOOR",#N/A,1,#N/A,#N/A
A11615,21-12-2018,"NEETHI MEDICAL STORE, CENTRAL ADOOR",#N/A,1,#N/A,#N/A
A11643,21-12-2018,"ATTILETHU  MEDICALS, KULANADA",#N/A,1,#N/A,#N/A
A11649,21-12-2018,"HEALTH CARE MEDICALS, CHENGANNUR",#N/A,1,#N/A,#N/A
A11623,21-12-2018,"ORANGE MEDICALS, KADAPRA",#N/A,1,#N/A,#N/A
A11618,21-12-2018,"KARUNA COMMUNITY MEDICALS, OPP. MUNICIPAL OFFICE ,PDLM.,",#N/A,1,#N/A,#N/A
A11633,21-12-2018,"LEKSHMI MEDICALS, KUTOOR",#N/A,1,#N/A,#N/A
A11617,21-12-2018,"NEETHI MEDICALS, M.M JN  PANDALAM",#N/A,1,#N/A,#N/A
A11635,21-12-2018,"RELIEF MEDICALS & SURGICALS, CHENGANOOR",#N/A,1,#N/A,#N/A
A11639,21-12-2018,"SUPPLYCO-MAVELI MEDICALS, ADOOR",#N/A,1,#N/A,#N/A
A11630,21-12-2018,"DR.PREMI VARGHESE, KARUNYA EYE (H)",#N/A,1,#N/A,#N/A
A11629,21-12-2018,"ATHIRA MEDICALS, PALLIPADI, KARAKKAD",#N/A,1,#N/A,#N/A
A11631,21-12-2018,"K.R.MEDICALS, KALLISSERY",#N/A,1,#N/A,#N/A
A11622,21-12-2018,"M.G MEDICALS, MANNAR",#N/A,1,#N/A,#N/A
A11624,21-12-2018,"THE UNIVERSAL MEDICAL STORES, CHENGANOOR",#N/A,1,#N/A,#N/A
A11634,21-12-2018,"PUNNON LIFECARE MEDICALS, COURT ROAD,CHENGANOOR",#N/A,1,#N/A,#N/A
A11640,21-12-2018,"S.D MEDICALS, CHENGANNUR",#N/A,1,#N/A,#N/A
A11638,21-12-2018,"APPOLO MEDICALS, ADOOR",#N/A,1,#N/A,#N/A
A11628,21-12-2018,"BHARATH MEDICALS, KIZHAKENMUTTOOR",#N/A,1,#N/A,#N/A
A11620,21-12-2018,"KARUNYA MEDICALS, ADOOR",#N/A,1,#N/A,#N/A
A11650,21-12-2018,"PUTHENVILAYIL MEDICALS, PANDALAM",#N/A,1,#N/A,#N/A
A11621,21-12-2018,"MANNAR MEDICALS, MANNAR",#N/A,1,#N/A,#N/A
A11625,21-12-2018,"CENTURY HOSPITAL, CENTRAL TRAVANCORE SPECIALISTS ",#N/A,1,#N/A,#N/A
A11636,21-12-2018,"MANGALASSERIL DRUG HOUSE, KULANADA",#N/A,1,#N/A,#N/A
A11654,21-12-2018,"DR.ANDREWS VINCENT PALACKAL, CHANGANACHERRY",#N/A,1,#N/A,#N/A
A11648,21-12-2018,"KARUNYA MEDICALS, CHENGANOOR",#N/A,1,#N/A,#N/A
A11632,21-12-2018,"BHARATH MEDICALS, CHENGANNUR",#N/A,1,#N/A,#N/A
A11641,21-12-2018,"WELL CURE MEDICALS, MULAKKUZHA.CGNR",#N/A,1,#N/A,#N/A
